balance,balance_thousands,age,accounts,tenure_year,calls_semester,logons_semester
38052.12,38.05,53.0,3.0,6.0,2.0,5.0
361012.16,361.01,54.0,2.0,12.0,3.0,6.0
37635.56,37.64,31.0,3.0,4.0,6.0,9.0
98459.99,98.46,62.5,2.0,27.0,0.0,3.0
27841.47,27.84,22.5,2.0,4.0,1.0,5.0
120212.72,120.21,24.5,3.0,9.0,6.0,9.0
58409.13,58.41,54.5,2.0,16.0,2.0,5.0
178712.43,178.71,45.0,3.0,23.0,6.0,9.0
31794.93,31.79,54.0,2.0,7.0,1.0,4.0
48694.9,48.69,22.0,3.0,5.0,4.0,7.0
59230.57,59.23,37.5,2.0,5.0,5.0,8.0
161825.92,161.83,50.0,2.0,18.0,3.0,6.0
24639.06,24.64,43.0,2.0,21.0,1.0,4.0
29035.83,29.04,18.5,2.0,5.0,2.0,5.0
35909.58,35.91,47.0,2.0,14.0,1.0,4.0
111708.17,111.71,50.5,3.0,16.0,2.0,5.0
27900.15,27.9,22.0,2.0,4.0,5.0,8.0
89565.09,89.57,33.0,2.0,5.0,4.0,7.0
35643.65,35.64,56.0,2.0,7.0,0.0,3.0
70536.31,70.54,30.5,2.0,7.0,6.0,9.0
130447.28,130.45,34.0,2.0,16.0,3.0,6.0
82651.75,82.65,40.0,2.0,8.0,2.0,5.0
75278.48,75.28,44.5,2.0,6.0,1.0,4.0
72480.08,72.48,27.0,3.0,5.0,5.0,8.0
213837.07,213.84,44.0,4.0,6.0,6.0,9.0
34086.38,34.09,51.0,2.0,10.0,0.0,3.0
38011.61,38.01,44.0,2.0,13.0,1.0,4.0
45458.49,45.46,35.5,3.0,5.0,1.0,4.0
51560.78,51.56,79.0,2.0,6.0,2.0,5.0
75020.44,75.02,37.5,2.0,15.0,4.0,7.0
44708.46,44.71,19.5,2.0,16.0,0.0,3.0
45872.53,45.87,33.0,2.0,5.0,5.0,8.0
30829.87,30.83,41.5,2.0,14.0,3.0,6.0
168023.95,168.02,76.0,2.0,17.0,3.0,6.0
55745.51,55.75,81.0,2.0,28.0,2.0,5.0
57763.56,57.76,58.5,2.0,16.0,1.0,4.0
49658.31,49.66,49.5,3.0,23.0,2.0,5.0
155666.51,155.67,63.0,2.0,26.0,0.0,3.0
426695.07,426.7,71.5,3.0,33.0,2.0,6.0
59259.46,59.26,37.5,2.0,5.0,2.0,5.0
24006.94,24.01,42.5,2.0,8.0,2.0,5.0
224068.55,224.07,62.0,2.0,8.0,4.0,7.0
58647.98,58.65,33.0,2.0,8.0,6.0,9.0
89795.78,89.8,31.5,2.0,14.0,3.0,6.0
37390.44,37.39,32.0,3.0,6.0,0.0,3.0
45485.36,45.49,25.5,2.0,7.0,5.0,8.0
69607.88,69.61,65.5,4.0,16.0,5.0,8.0
976666.93,976.67,59.5,4.0,29.0,6.0,9.0
110863.26,110.86,46.0,2.0,16.0,1.0,4.0
154385.51,154.39,48.5,2.0,18.0,3.0,6.0
116203.05,116.2,29.5,3.0,16.0,4.0,7.0
32694.18,32.69,38.0,2.0,6.0,6.0,9.0
25871.59,25.87,26.0,2.0,7.0,6.0,9.0
27538.5,27.54,60.0,2.0,6.0,1.0,4.0
35242.09,35.24,50.0,2.0,14.0,5.0,8.0
61329.68,61.33,73.5,2.0,18.0,3.0,6.0
90007.87,90.01,52.0,3.0,5.0,4.0,7.0
122002.03,122.0,30.5,2.0,15.0,6.0,9.0
55223.42,55.22,43.5,2.0,23.0,4.0,7.0
74271.62,74.27,26.0,2.0,11.0,0.0,3.0
38854.54,38.85,59.5,2.0,19.0,1.0,4.0
57264.74,57.26,41.0,2.0,24.0,6.0,9.0
138090.14,138.09,49.0,2.0,15.0,3.0,6.0
377169.29,377.17,62.5,5.0,9.0,6.0,9.0
202335.43,202.34,66.5,2.0,12.0,0.0,3.0
52724.15,52.72,68.5,2.0,6.0,6.0,9.0
226588.09,226.59,32.5,3.0,14.0,1.0,4.0
39025.91,39.03,20.5,2.0,6.0,0.0,3.0
620316.97,620.32,60.5,3.0,34.0,6.0,9.0
426257.13,426.26,58.0,2.0,22.0,0.0,3.0
80457.75,80.46,47.5,3.0,19.0,1.0,4.0
32940.01,32.94,25.5,2.0,10.0,0.0,3.0
245840.18,245.84,56.5,2.0,10.0,6.0,9.0
36594.35,36.59,25.0,2.0,5.0,2.0,5.0
94841.49,94.84,41.5,2.0,15.0,5.0,8.0
356244.2,356.24,53.5,2.0,6.0,1.0,4.0
161064.35,161.06,74.0,2.0,19.0,1.0,4.0
43259.54,43.26,34.5,2.0,10.0,4.0,7.0
620151.64,620.15,55.5,2.0,6.0,6.0,9.0
38143.65,38.14,45.0,2.0,13.0,6.0,9.0
66144.88,66.14,41.0,2.0,16.0,2.0,5.0
105111.11,105.11,63.0,3.0,6.0,1.0,4.0
288119.77,288.12,63.5,2.0,10.0,1.0,4.0
25534.73,25.53,23.5,2.0,4.0,3.0,6.0
588721.18,588.72,42.5,2.0,15.0,3.0,6.0
33399.12,33.4,69.0,2.0,9.0,1.0,4.0
104398.94,104.4,45.0,3.0,48.0,4.0,7.0
29308.57,29.31,27.5,2.0,5.0,4.0,7.0
53335.77,53.34,41.5,2.0,15.0,2.0,5.0
135285.79,135.29,78.5,2.0,20.0,3.0,6.0
87829.34,87.83,39.5,3.0,10.0,2.0,5.0
31745.49,31.75,35.5,3.0,14.0,0.0,3.0
72111.08,72.11,32.5,2.0,10.0,5.0,8.0
125082.54,125.08,79.0,2.0,17.0,0.0,3.0
40954.39,40.95,43.5,2.0,8.0,1.0,4.0
27408.7,27.41,62.5,2.0,12.0,4.0,7.0
28520.95,28.52,56.0,2.0,11.0,2.0,5.0
78581.59,78.58,63.0,2.0,28.0,5.0,8.0
345011.11,345.01,58.0,2.0,21.0,5.0,8.0
333424.27,333.42,64.0,2.0,5.0,6.0,9.0
54928.22,54.93,42.0,2.0,15.0,1.0,4.0
142440.48,142.44,41.5,2.0,18.0,1.0,4.0
1418466.71,1418.47,41.5,4.0,15.0,4.0,7.0
87515.5,87.52,32.5,2.0,4.0,1.0,4.0
134203.37,134.2,37.5,3.0,6.0,4.0,7.0
1833654.69,1833.65,68.0,4.0,15.0,6.0,9.0
331608.65,331.61,67.5,4.0,16.0,6.0,9.0
287609.81,287.61,56.5,2.0,13.0,6.0,9.0
120783.53,120.78,34.5,3.0,21.0,4.0,7.0
65066.47,65.07,53.5,2.0,14.0,4.0,7.0
67456.0,67.46,46.0,2.0,7.0,1.0,4.0
37221.66,37.22,35.5,3.0,14.0,6.0,9.0
57074.79,57.07,32.0,2.0,10.0,5.0,8.0
118941.79,118.94,56.5,2.0,10.0,1.0,4.0
330405.05,330.41,73.5,2.0,32.0,4.0,7.0
345009.56,345.01,58.0,2.0,6.0,2.0,5.0
114423.32,114.42,67.0,2.0,4.0,2.0,5.0
139884.91,139.88,53.0,2.0,14.0,0.0,3.0
191982.1,191.98,63.5,2.0,31.0,6.0,9.0
127796.59,127.8,58.5,3.0,20.0,1.0,4.0
53380.58,53.38,29.0,2.0,5.0,0.0,3.0
203720.89,203.72,39.5,2.0,20.0,1.0,4.0
101362.1,101.36,58.0,2.0,14.0,2.0,5.0
337093.46,337.09,27.5,3.0,25.0,0.0,3.0
63207.9,63.21,35.5,2.0,5.0,2.0,5.0
219905.35,219.91,59.5,2.0,7.0,0.0,3.0
29298.48,29.3,28.0,2.0,8.0,0.0,3.0
29663.74,29.66,54.0,2.0,13.0,0.0,4.0
154070.07,154.07,62.5,2.0,13.0,6.0,9.0
78966.1,78.97,37.0,3.0,7.0,6.0,9.0
181856.03,181.86,47.5,2.0,14.0,5.0,8.0
165808.13,165.81,41.0,3.0,20.0,2.0,5.0
186554.22,186.55,56.0,2.0,9.0,0.0,3.0
32623.73,32.62,32.0,2.0,8.0,6.0,9.0
48219.92,48.22,36.5,2.0,4.0,6.0,9.0
49337.42,49.34,28.5,2.0,8.0,4.0,7.0
31968.31,31.97,50.0,2.0,15.0,6.0,9.0
42043.35,42.04,25.0,2.0,4.0,2.0,5.0
62359.68,62.36,30.0,2.0,14.0,3.0,6.0
120856.74,120.86,45.5,2.0,20.0,1.0,4.0
300487.14,300.49,60.0,2.0,16.0,6.0,9.0
32185.71,32.19,54.0,2.0,6.0,4.0,7.0
36210.66,36.21,49.0,2.0,6.0,5.0,8.0
38085.97,38.09,63.5,2.0,8.0,2.0,5.0
300968.23,300.97,66.0,2.0,19.0,2.0,5.0
140338.78,140.34,40.5,2.0,12.0,1.0,4.0
82802.6,82.8,38.0,2.0,16.0,0.0,3.0
1640901.12,1640.9,51.5,3.0,25.0,6.0,9.0
83725.24,83.73,68.0,3.0,5.0,6.0,9.0
118933.04,118.93,46.0,3.0,15.0,2.0,5.0
33726.35,33.73,54.0,2.0,4.0,4.0,7.0
72945.11,72.95,31.5,2.0,9.0,1.0,4.0
182246.94,182.25,36.0,2.0,16.0,6.0,9.0
34019.22,34.02,33.5,2.0,13.0,0.0,3.0
44910.82,44.91,35.0,2.0,5.0,6.0,9.0
62017.79,62.02,26.0,2.0,6.0,6.0,9.0
33845.53,33.85,57.5,2.0,10.0,2.0,5.0
66959.53,66.96,63.0,2.0,9.0,2.0,5.0
27120.38,27.12,28.0,2.0,8.0,0.0,3.0
107434.82,107.43,64.0,2.0,27.0,4.0,7.0
216840.87,216.84,46.0,2.0,17.0,6.0,9.0
57649.32,57.65,34.5,2.0,6.0,3.0,6.0
143894.96,143.89,60.0,3.0,5.0,1.0,4.0
23890.76,23.89,60.5,2.0,17.0,6.0,9.0
297678.63,297.68,30.5,3.0,15.0,5.0,8.0
89878.54,89.88,39.0,2.0,6.0,5.0,8.0
899009.4,899.01,55.0,2.0,25.0,1.0,4.0
48727.12,48.73,67.5,2.0,8.0,1.0,5.0
37024.06,37.02,45.5,2.0,11.0,0.0,3.0
162755.05,162.76,71.0,2.0,27.0,5.0,8.0
102063.28,102.06,49.5,3.0,29.0,2.0,5.0
27739.95,27.74,21.5,2.0,9.0,3.0,6.0
66372.05,66.37,36.0,2.0,6.0,1.0,5.0
267671.81,267.67,31.0,3.0,5.0,5.0,8.0
29291.43,29.29,20.5,2.0,21.0,6.0,9.0
34337.52,34.34,23.5,2.0,5.0,6.0,9.0
58992.33,58.99,27.5,2.0,6.0,6.0,9.0
56299.83,56.3,79.0,2.0,7.0,6.0,9.0
211072.89,211.07,57.0,2.0,31.0,4.0,7.0
55632.33,55.63,25.5,3.0,6.0,6.0,9.0
44670.3,44.67,61.0,2.0,4.0,0.0,3.0
342575.28,342.58,49.0,2.0,8.0,5.0,8.0
60932.42,60.93,40.0,3.0,6.0,3.0,6.0
137816.84,137.82,25.5,2.0,12.0,2.0,5.0
337568.83,337.57,45.0,3.0,25.0,2.0,5.0
28442.11,28.44,28.0,2.0,5.0,6.0,9.0
74228.71,74.23,56.5,2.0,24.0,3.0,6.0
89792.42,89.79,54.0,2.0,15.0,0.0,3.0
378427.15,378.43,42.0,3.0,8.0,5.0,8.0
179372.97,179.37,34.0,2.0,6.0,2.0,5.0
70023.54,70.02,58.0,2.0,8.0,0.0,3.0
58422.08,58.42,33.5,2.0,4.0,0.0,3.0
115702.56,115.7,28.5,2.0,33.0,2.0,5.0
31793.87,31.79,32.0,2.0,7.0,6.0,9.0
243542.55,243.54,54.5,2.0,21.0,5.0,8.0
106556.13,106.56,54.0,2.0,21.0,3.0,6.0
204032.04,204.03,72.0,3.0,5.0,2.0,5.0
53948.96,53.95,56.5,2.0,19.0,6.0,9.0
149197.16,149.2,59.5,2.0,26.0,1.0,5.0
666536.37,666.54,53.0,4.0,14.0,6.0,9.0
219019.41,219.02,65.5,2.0,19.0,6.0,9.0
36842.13,36.84,65.0,2.0,14.0,1.0,4.0
318843.1,318.84,62.5,2.0,13.0,4.0,7.0
417971.02,417.97,45.0,2.0,15.0,1.0,4.0
64728.44,64.73,50.0,2.0,7.0,6.0,9.0
76533.47,76.53,57.5,2.0,6.0,6.0,9.0
28225.7,28.23,45.0,2.0,16.0,1.0,4.0
401350.34,401.35,67.5,2.0,12.0,6.0,9.0
86655.5,86.66,72.5,2.0,8.0,2.0,5.0
64506.43,64.51,61.5,2.0,25.0,3.0,6.0
68697.58,68.7,55.5,3.0,8.0,6.0,9.0
81369.9,81.37,57.5,3.0,4.0,0.0,3.0
290540.99,290.54,75.0,2.0,14.0,4.0,7.0
154778.26,154.78,73.0,2.0,16.0,6.0,9.0
37181.01,37.18,52.5,2.0,5.0,1.0,4.0
29069.94,29.07,33.0,2.0,9.0,2.0,5.0
24281.25,24.28,56.0,2.0,8.0,2.0,5.0
119913.29,119.91,39.5,2.0,9.0,6.0,9.0
619506.44,619.51,47.0,2.0,10.0,5.0,8.0
78274.44,78.27,27.5,3.0,12.0,1.0,4.0
193344.69,193.34,38.0,5.0,21.0,5.0,8.0
55596.73,55.6,61.0,3.0,15.0,1.0,4.0
302215.25,302.22,30.0,3.0,3.0,1.0,4.0
113179.67,113.18,53.5,2.0,21.0,3.0,6.0
119368.51,119.37,62.0,3.0,15.0,3.0,6.0
77751.5,77.75,48.0,2.0,20.0,4.0,7.0
65922.63,65.92,66.5,2.0,15.0,0.0,3.0
89199.12,89.2,39.5,2.0,13.0,1.0,4.0
74075.07,74.08,25.0,2.0,8.0,4.0,7.0
36857.28,36.86,47.5,2.0,6.0,6.0,9.0
354649.04,354.65,32.5,2.0,10.0,3.0,6.0
123056.91,123.06,36.0,4.0,4.0,2.0,5.0
54584.48,54.58,48.0,2.0,4.0,3.0,6.0
220272.57,220.27,66.5,2.0,24.0,6.0,9.0
42507.89,42.51,53.5,2.0,5.0,1.0,4.0
4739012.27,4739.01,44.5,3.0,9.0,4.0,7.0
156040.27,156.04,64.5,3.0,28.0,3.0,6.0
1468559.09,1468.56,47.0,3.0,14.0,3.0,7.0
33482.22,33.48,65.0,2.0,30.0,0.0,3.0
1158630.54,1158.63,66.0,2.0,16.0,6.0,9.0
29051.26,29.05,27.5,2.0,8.0,2.0,5.0
58840.28,58.84,43.5,3.0,7.0,0.0,3.0
71720.83,71.72,42.0,2.0,8.0,1.0,4.0
30870.26,30.87,26.5,2.0,6.0,1.0,5.0
32970.83,32.97,60.5,2.0,18.0,1.0,4.0
36713.87,36.71,41.0,3.0,4.0,6.0,9.0
186121.51,186.12,56.5,2.0,5.0,1.0,4.0
89402.97,89.4,52.5,2.0,12.0,6.0,9.0
30104.48,30.1,28.0,3.0,21.0,1.0,4.0
56806.54,56.81,56.5,2.0,5.0,6.0,9.0
37536.65,37.54,46.0,2.0,5.0,0.0,3.0
24972.2,24.97,71.5,2.0,13.0,3.0,6.0
160143.88,160.14,25.0,2.0,12.0,3.0,6.0
123618.6,123.62,48.0,3.0,23.0,1.0,4.0
42120.52,42.12,36.5,2.0,6.0,2.0,5.0
35598.19,35.6,38.0,2.0,6.0,2.0,5.0
27285.29,27.29,28.5,2.0,14.0,1.0,4.0
36826.47,36.83,25.0,2.0,6.0,1.0,4.0
43747.65,43.75,22.0,2.0,4.0,0.0,4.0
69014.53,69.01,41.5,2.0,7.0,2.0,5.0
525599.27,525.6,52.5,3.0,21.0,5.0,8.0
102855.25,102.86,31.5,3.0,6.0,6.0,9.0
191165.05,191.17,75.5,2.0,33.0,6.0,9.0
29339.76,29.34,29.5,2.0,13.0,1.0,4.0
52330.42,52.33,35.5,4.0,10.0,5.0,8.0
50344.35,50.34,51.5,2.0,6.0,1.0,4.0
46294.2,46.29,29.5,2.0,5.0,5.0,8.0
25187.04,25.19,26.5,2.0,6.0,0.0,3.0
47902.57,47.9,59.5,2.0,6.0,3.0,6.0
230082.86,230.08,70.5,3.0,12.0,6.0,9.0
57898.59,57.9,39.0,2.0,13.0,4.0,7.0
47970.97,47.97,59.5,2.0,5.0,1.0,4.0
227802.97,227.8,63.0,2.0,9.0,2.0,5.0
41330.59,41.33,42.0,3.0,3.0,4.0,7.0
126594.78,126.59,37.5,3.0,15.0,3.0,6.0
2598303.8,2598.3,72.5,3.0,26.0,3.0,6.0
400159.5,400.16,60.0,3.0,5.0,5.0,8.0
68126.22,68.13,29.5,2.0,10.0,3.0,6.0
51160.21,51.16,55.0,3.0,14.0,0.0,3.0
55681.95,55.68,27.5,3.0,7.0,5.0,8.0
790634.72,790.63,58.0,2.0,16.0,6.0,9.0
34003.82,34.0,35.0,2.0,16.0,0.0,3.0
162714.89,162.71,38.0,2.0,20.0,0.0,3.0
37077.21,37.08,45.0,2.0,22.0,6.0,9.0
163152.63,163.15,66.5,3.0,11.0,6.0,9.0
130023.49,130.02,83.0,2.0,6.0,6.0,9.0
303641.56,303.64,68.0,3.0,12.0,6.0,9.0
81863.11,81.86,59.0,3.0,5.0,4.0,7.0
43730.62,43.73,25.0,2.0,8.0,0.0,3.0
31894.96,31.89,59.0,2.0,7.0,2.0,5.0
70130.97,70.13,42.0,2.0,11.0,3.0,6.0
26252.78,26.25,51.0,2.0,12.0,0.0,4.0
185657.45,185.66,53.5,4.0,14.0,6.0,9.0
46005.91,46.01,37.0,3.0,4.0,2.0,5.0
67472.4,67.47,45.0,2.0,3.0,2.0,5.0
201069.41,201.07,59.0,2.0,8.0,2.0,6.0
214741.78,214.74,43.0,2.0,7.0,2.0,5.0
48866.6,48.87,47.5,2.0,6.0,4.0,7.0
42950.33,42.95,43.5,2.0,15.0,0.0,3.0
35787.93,35.79,19.5,3.0,8.0,6.0,9.0
83101.84,83.1,36.0,2.0,7.0,4.0,7.0
43675.43,43.68,57.5,3.0,3.0,1.0,4.0
543535.89,543.54,49.5,2.0,26.0,4.0,7.0
541647.64,541.65,56.0,4.0,18.0,6.0,9.0
76333.44,76.33,60.5,2.0,8.0,4.0,7.0
34736.92,34.74,21.0,2.0,24.0,2.0,5.0
23810.82,23.81,67.5,2.0,21.0,1.0,4.0
104459.12,104.46,65.0,2.0,4.0,6.0,9.0
347319.06,347.32,64.0,2.0,11.0,4.0,7.0
193172.19,193.17,52.0,2.0,17.0,2.0,5.0
90626.16,90.63,33.0,2.0,11.0,3.0,6.0
56177.42,56.18,23.5,3.0,6.0,6.0,9.0
131301.92,131.3,73.0,2.0,13.0,4.0,7.0
66681.44,66.68,29.0,3.0,6.0,6.0,9.0
33241.06,33.24,50.0,2.0,14.0,1.0,4.0
151553.48,151.55,59.0,2.0,13.0,5.0,8.0
33751.01,33.75,32.5,2.0,14.0,1.0,4.0
29068.97,29.07,57.0,2.0,8.0,5.0,9.0
41736.19,41.74,45.5,3.0,13.0,4.0,7.0
33994.15,33.99,62.5,2.0,12.0,6.0,9.0
29731.57,29.73,28.5,2.0,5.0,0.0,3.0
36245.21,36.25,20.5,2.0,5.0,2.0,5.0
176195.91,176.2,55.0,3.0,21.0,4.0,7.0
25131.69,25.13,30.0,3.0,19.0,5.0,8.0
191432.21,191.43,46.0,3.0,17.0,3.0,6.0
135047.74,135.05,65.0,2.0,5.0,6.0,9.0
214385.99,214.39,67.0,3.0,5.0,6.0,9.0
27225.79,27.23,37.5,2.0,7.0,4.0,7.0
253937.02,253.94,43.0,2.0,9.0,6.0,9.0
67443.2,67.44,68.0,2.0,7.0,4.0,7.0
47372.61,47.37,49.5,2.0,4.0,6.0,9.0
53649.83,53.65,22.5,2.0,5.0,6.0,9.0
38686.08,38.69,31.5,2.0,9.0,1.0,4.0
43564.18,43.56,37.5,2.0,12.0,0.0,3.0
131767.56,131.77,34.5,2.0,23.0,6.0,9.0
31039.29,31.04,59.5,2.0,20.0,0.0,3.0
40070.16,40.07,59.5,2.0,13.0,6.0,9.0
36488.46,36.49,34.0,2.0,6.0,0.0,3.0
43318.89,43.32,52.0,2.0,8.0,1.0,4.0
31207.5,31.21,26.0,2.0,5.0,0.0,3.0
49142.58,49.14,36.0,2.0,6.0,0.0,3.0
970903.38,970.9,61.5,3.0,13.0,4.0,7.0
32556.45,32.56,30.0,2.0,12.0,1.0,4.0
40261.42,40.26,31.0,2.0,9.0,5.0,8.0
140899.28,140.9,46.0,2.0,18.0,4.0,7.0
99331.8,99.33,27.0,3.0,10.0,5.0,8.0
99533.58,99.53,54.0,2.0,22.0,3.0,6.0
52023.85,52.02,60.0,2.0,14.0,2.0,5.0
164496.85,164.5,49.5,2.0,8.0,4.0,7.0
46618.39,46.62,33.0,2.0,5.0,0.0,3.0
50283.99,50.28,37.5,2.0,11.0,6.0,9.0
69855.5,69.86,55.5,3.0,12.0,3.0,6.0
31617.09,31.62,24.0,2.0,5.0,1.0,4.0
297597.67,297.6,61.0,2.0,28.0,5.0,8.0
83981.92,83.98,30.5,2.0,3.0,6.0,9.0
39593.89,39.59,63.0,2.0,20.0,0.0,3.0
126804.55,126.8,52.5,3.0,13.0,5.0,8.0
1527794.32,1527.79,58.5,2.0,16.0,6.0,9.0
40870.49,40.87,46.5,2.0,4.0,0.0,3.0
249444.74,249.44,77.5,3.0,22.0,5.0,8.0
36459.88,36.46,34.5,2.0,13.0,4.0,7.0
101919.06,101.92,64.5,2.0,7.0,3.0,6.0
42635.4,42.64,48.5,2.0,6.0,6.0,9.0
31451.1,31.45,26.5,2.0,6.0,6.0,9.0
30096.13,30.1,39.5,2.0,5.0,6.0,9.0
126993.1,126.99,33.5,3.0,10.0,1.0,4.0
51227.34,51.23,71.0,2.0,15.0,2.0,5.0
32554.04,32.55,23.0,2.0,17.0,5.0,8.0
29903.25,29.9,36.0,2.0,5.0,6.0,9.0
46987.78,46.99,29.5,2.0,21.0,1.0,4.0
43660.7,43.66,20.0,2.0,17.0,4.0,7.0
295832.75,295.83,71.0,2.0,25.0,0.0,3.0
46124.39,46.12,28.5,2.0,4.0,6.0,9.0
253899.4,253.9,47.0,2.0,20.0,4.0,7.0
670540.11,670.54,65.0,2.0,6.0,0.0,4.0
64452.25,64.45,68.0,2.0,17.0,6.0,9.0
50171.23,50.17,43.0,2.0,9.0,0.0,4.0
209992.95,209.99,57.0,2.0,6.0,3.0,7.0
84205.77,84.21,61.0,2.0,6.0,0.0,3.0
130451.22,130.45,53.0,2.0,5.0,6.0,9.0
90818.98,90.82,65.0,2.0,5.0,4.0,7.0
228899.9,228.9,43.0,3.0,21.0,6.0,9.0
77583.42,77.58,70.0,2.0,13.0,2.0,5.0
205069.11,205.07,71.5,2.0,14.0,6.0,9.0
31457.68,31.46,30.0,2.0,13.0,0.0,3.0
23835.81,23.84,37.0,2.0,5.0,1.0,4.0
115801.87,115.8,35.0,2.0,12.0,6.0,9.0
75202.71,75.2,65.0,2.0,15.0,5.0,8.0
43737.78,43.74,28.0,3.0,7.0,2.0,5.0
474162.66,474.16,43.5,2.0,15.0,6.0,9.0
39888.64,39.89,46.5,2.0,26.0,0.0,3.0
60447.97,60.45,47.5,2.0,12.0,1.0,4.0
95369.4,95.37,54.0,2.0,5.0,3.0,7.0
47448.42,47.45,36.0,2.0,10.0,2.0,5.0
121150.18,121.15,70.5,2.0,13.0,4.0,7.0
42803.77,42.8,39.5,2.0,13.0,0.0,3.0
31495.93,31.5,54.0,2.0,4.0,0.0,3.0
136994.81,136.99,52.5,2.0,16.0,6.0,9.0
214233.2,214.23,56.0,2.0,23.0,5.0,8.0
328620.65,328.62,61.0,2.0,28.0,2.0,5.0
62648.31,62.65,45.5,3.0,20.0,6.0,9.0
102439.96,102.44,41.5,2.0,6.0,4.0,7.0
33334.02,33.33,33.5,3.0,5.0,6.0,9.0
33585.76,33.59,68.5,2.0,11.0,0.0,3.0
30747.34,30.75,30.5,2.0,4.0,1.0,4.0
31871.2,31.87,51.0,2.0,22.0,0.0,3.0
50649.18,50.65,37.5,2.0,14.0,0.0,3.0
53747.13,53.75,38.0,3.0,7.0,1.0,4.0
105240.67,105.24,61.5,2.0,23.0,3.0,6.0
216401.63,216.4,60.5,2.0,5.0,1.0,4.0
624681.33,624.68,65.5,2.0,13.0,6.0,9.0
140692.23,140.69,56.5,2.0,9.0,6.0,9.0
38184.4,38.18,40.5,2.0,15.0,6.0,9.0
27705.06,27.71,38.0,2.0,15.0,0.0,3.0
50034.95,50.03,32.5,2.0,8.0,5.0,8.0
440114.96,440.11,64.0,2.0,19.0,3.0,8.0
635268.95,635.27,76.0,2.0,12.0,6.0,9.0
195377.74,195.38,19.5,4.0,5.0,6.0,9.0
134954.79,134.95,30.5,3.0,11.0,6.0,9.0
54401.1,54.4,67.0,2.0,12.0,2.0,5.0
100389.09,100.39,20.0,3.0,6.0,1.0,4.0
24932.67,24.93,41.5,2.0,13.0,0.0,4.0
651344.78,651.34,61.0,3.0,26.0,5.0,8.0
256239.03,256.24,58.5,2.0,20.0,1.0,4.0
27471.06,27.47,43.0,2.0,5.0,4.0,7.0
76243.92,76.24,44.5,2.0,16.0,2.0,5.0
25391.65,25.39,82.0,2.0,7.0,0.0,3.0
425306.23,425.31,65.0,2.0,16.0,3.0,6.0
63990.32,63.99,42.0,2.0,14.0,1.0,4.0
217561.93,217.56,51.5,3.0,28.0,6.0,9.0
481915.7,481.92,53.5,4.0,21.0,6.0,9.0
25342.16,25.34,34.5,2.0,7.0,0.0,3.0
38888.27,38.89,36.0,2.0,13.0,6.0,9.0
297769.85,297.77,65.0,3.0,24.0,5.0,8.0
25899.47,25.9,22.5,2.0,5.0,1.0,4.0
115431.68,115.43,31.5,2.0,8.0,6.0,9.0
164761.2,164.76,55.0,2.0,15.0,6.0,9.0
45928.97,45.93,53.5,2.0,15.0,1.0,4.0
28156.17,28.16,28.5,2.0,6.0,4.0,7.0
150135.8,150.14,50.0,2.0,6.0,1.0,4.0
45823.82,45.82,32.5,2.0,26.0,2.0,5.0
40495.95,40.5,26.5,2.0,5.0,1.0,4.0
43846.77,43.85,44.5,2.0,14.0,0.0,3.0
36904.41,36.9,27.0,3.0,4.0,3.0,6.0
38416.11,38.42,32.0,2.0,12.0,1.0,4.0
130288.19,130.29,61.5,2.0,11.0,6.0,9.0
130634.36,130.63,66.0,2.0,13.0,6.0,9.0
97790.15,97.79,36.0,2.0,15.0,6.0,9.0
148529.47,148.53,54.0,2.0,16.0,6.0,9.0
32119.62,32.12,74.0,2.0,17.0,1.0,4.0
462653.5,462.65,68.5,2.0,13.0,6.0,9.0
116638.49,116.64,69.0,2.0,6.0,6.0,9.0
44319.49,44.32,27.0,2.0,6.0,6.0,9.0
44056.58,44.06,35.5,2.0,13.0,3.0,6.0
27883.11,27.88,56.5,2.0,4.0,0.0,3.0
38927.9,38.93,77.5,2.0,16.0,2.0,5.0
30290.69,30.29,28.5,2.0,10.0,3.0,6.0
316976.66,316.98,55.0,3.0,29.0,5.0,8.0
165842.03,165.84,58.0,2.0,11.0,1.0,4.0
69580.79,69.58,57.0,2.0,20.0,5.0,8.0
35483.43,35.48,37.0,2.0,4.0,6.0,9.0
70972.52,70.97,56.0,2.0,6.0,2.0,5.0
75713.93,75.71,22.0,2.0,5.0,5.0,8.0
224905.81,224.91,49.0,2.0,6.0,0.0,3.0
97467.73,97.47,52.5,2.0,16.0,6.0,9.0
134041.37,134.04,57.0,3.0,12.0,0.0,3.0
38967.45,38.97,51.5,2.0,4.0,1.0,4.0
373677.06,373.68,61.0,2.0,16.0,0.0,3.0
110689.0,110.69,28.5,2.0,8.0,5.0,8.0
49248.63,49.25,59.5,2.0,14.0,0.0,3.0
52471.2,52.47,27.5,2.0,5.0,1.0,4.0
39064.72,39.06,57.0,2.0,8.0,6.0,9.0
764898.45,764.9,73.5,2.0,17.0,3.0,6.0
251843.76,251.84,76.5,3.0,14.0,6.0,9.0
252510.1,252.51,67.0,2.0,9.0,0.0,4.0
233729.76,233.73,46.5,3.0,10.0,6.0,9.0
28016.91,28.02,25.5,2.0,6.0,3.0,6.0
108781.11,108.78,47.0,2.0,5.0,3.0,6.0
39589.2,39.59,29.5,3.0,6.0,5.0,8.0
32711.71,32.71,77.0,2.0,15.0,3.0,6.0
65013.44,65.01,28.0,2.0,22.0,3.0,6.0
